部门代码,部门名称,用人司局,机构性质,招考职位,职位属性,职位分布,职位简介,职位代码,机构层级,考试类别,招考人数,专业,学历,学位,政治面貌,基层工作最低年限,服务基层项目工作经历,是否在面试阶段组织专业能力测试,面试人员比例,工作地点,落户地点,备注,部门网站,咨询电话1,咨询电话2,咨询电话3
102000,外交部,地区业务司,中央国家行政机关（本级）,朝鲜语,非通用语职位（朝语、韩语）,其他职位,"1、掌握、研究有关国家及地区形势，为中央处理国际问题提供对策建议；
2、办理我国和有关国家及国际组织间的日常事务；
3、为领导人开展对外活动提供翻译服务。",200122001001,中央,中央机关及其省级直属机构综合管理类,2,朝鲜语,本科及以上,与最高学历相对应的学位,中共党员或共青团员,无限制,无限制,是,4:1,北京市,北京市,能用朝鲜语独立开展工作；政治可靠，个人经历、历史状况清楚，适合驻外工作。留学回国人员应本科学习朝鲜语专业、硕士学习朝鲜语、外交学、国际关系或国际政治专业，最高学历为硕士研究生，且获得国内本科学历。非应届毕业生还应具备2年以上在党政机关、国有企事业单位、人民团体从事理论研究、教学科研、行政管理等工作经历。网上报名注意事项及专业能力测试安排详见我部招考公告。,www.mfa.gov.cn,010-65966598,010-65965483,010-65965386
102000,外交部,地区业务司,中央国家行政机关（本级）,德语,非通用语职位（德语）,其他职位,"1、掌握、研究有关国家及地区形势，为中央处理国际问题提供对策建议；
2、办理我国和有关国家及国际组织间的日常事务；
3、为领导人开展对外活动提供翻译服务。",200123001001,中央,中央机关及其省级直属机构综合管理类,2,德语,本科及以上,与最高学历相对应的学位,中共党员或共青团员,无限制,无限制,是,4:1,北京市,北京市,能用德语独立开展工作；政治可靠，个人经历、历史状况清楚，适合驻外工作。留学回国人员应本科学习德语专业、硕士学习德语、外交学、国际关系或国际政治专业，最高学历为硕士研究生，且获得国内本科学历。非应届毕业生还应具备2年以上在党政机关、国有企事业单位、人民团体从事理论研究、教学科研、行政管理等工作经历。网上报名注意事项及专业能力测试安排详见我部招考公告。,www.mfa.gov.cn,010-65966598,010-65965483,010-65965386
102000,外交部,地区业务司,中央国家行政机关（本级）,俄语,非通用语职位（俄语）,其他职位,"1、掌握、研究有关国家及地区形势，为中央处理国际问题提供对策建议；
2、办理我国和有关国家及国际组织间的日常事务；
3、为领导人开展对外活动提供翻译服务。",200124001001,中央,中央机关及其省级直属机构综合管理类,6,俄语,本科及以上,与最高学历相对应的学位,中共党员或共青团员,无限制,无限制,是,4:1,北京市,北京市,能用俄语独立开展工作；政治可靠，个人经历、历史状况清楚，适合驻外工作。留学回国人员应本科学习俄语专业、硕士学习俄语、外交学、国际关系或国际政治专业，最高学历为硕士研究生，且获得国内本科学历。非应届毕业生还应具备2年以上在党政机关、国有企事业单位、人民团体从事理论研究、教学科研、行政管理等工作经历。网上报名注意事项及专业能力测试安排详见我部招考公告。,www.mfa.gov.cn,010-65966598,010-65965483,010-65965386
102000,外交部,地区业务司,中央国家行政机关（本级）,法语,非通用语职位（法语）,其他职位,"1、掌握、研究有关国家及地区形势，为中央处理国际问题提供对策建议；
2、办理我国和有关国家及国际组织间的日常事务；
3、为领导人开展对外活动提供翻译服务。",200125001001,中央,中央机关及其省级直属机构综合管理类,8,法语,本科及以上,与最高学历相对应的学位,中共党员或共青团员,无限制,无限制,是,4:1,北京市,北京市,能用法语独立开展工作；政治可靠，个人经历、历史状况清楚，适合驻外工作。留学回国人员应本科学习法语专业、硕士学习法语、外交学、国际关系或国际政治专业，最高学历为硕士研究生，且获得国内本科学历。非应届毕业生还应具备2年以上在党政机关、国有企事业单位、人民团体从事理论研究、教学科研、行政管理等工作经历。网上报名注意事项及专业能力测试安排详见我部招考公告。,www.mfa.gov.cn,010-65966598,010-65965483,010-65965386
102000,外交部,地区业务司,中央国家行政机关（本级）,日语,非通用语职位（日语）,其他职位,"1、掌握、研究有关国家及地区形势，为中央处理国际问题提供对策建议；
2、办理我国和有关国家及国际组织间的日常事务；
3、为领导人开展对外活动提供翻译服务。",200126001001,中央,中央机关及其省级直属机构综合管理类,2,日语,本科及以上,与最高学历相对应的学位,中共党员或共青团员,无限制,无限制,是,4:1,北京市,北京市,能用日语独立开展工作；政治可靠，个人经历、历史状况清楚，适合驻外工作。留学回国人员应本科学习日语专业、硕士学习日语、外交学、国际关系或国际政治专业，最高学历为硕士研究生，且获得国内本科学历。非应届毕业生还应具备2年以上在党政机关、国有企事业单位、人民团体从事理论研究、教学科研、行政管理等工作经历。网上报名注意事项及专业能力测试安排详见我部招考公告。,www.mfa.gov.cn,010-65966598,010-65965483,010-65965386
102000,外交部,地区业务司,中央国家行政机关（本级）,西班牙语,非通用语职位（西班牙语）,其他职位,"1、掌握、研究有关国家及地区形势，为中央处理国际问题提供对策建议；
2、办理我国和有关国家及国际组织间的日常事务；
3、为领导人开展对外活动提供翻译服务。",200127001001,中央,中央机关及其省级直属机构综合管理类,3,西班牙语,本科及以上,与最高学历相对应的学位,中共党员或共青团员,无限制,无限制,是,4:1,北京市,北京市,能用西班牙语独立开展工作；政治可靠，个人经历、历史状况清楚，适合驻外工作。留学回国人员应本科学习西班牙语专业、硕士学习西班牙语、外交学、国际关系或国际政治专业，最高学历为硕士研究生，且获得国内本科学历。非应届毕业生还应具备2年以上在党政机关、国有企事业单位、人民团体从事理论研究、教学科研、行政管理等工作经历。网上报名注意事项及专业能力测试安排详见我部招考公告。,www.mfa.gov.cn,010-65966598,010-65965483,010-65965386
102000,外交部,地区业务司,中央国家行政机关（本级）,葡萄牙语,非通用语职位（葡萄牙语）,其他职位,"1、掌握、研究有关国家及地区形势，为中央处理国际问题提供对策建议；
2、办理我国和有关国家及国际组织间的日常事务；
3、为领导人开展对外活动提供翻译服务。",200128001001,中央,中央机关及其省级直属机构综合管理类,2,葡萄牙语,本科及以上,与最高学历相对应的学位,中共党员或共青团员,无限制,无限制,是,4:1,北京市,北京市,能用葡萄牙语独立开展工作；政治可靠，个人经历、历史状况清楚，适合驻外工作。留学回国人员应本科学习葡萄牙语专业、硕士学习葡萄牙语、外交学、国际关系或国际政治专业，最高学历为硕士研究生，且获得国内本科学历。非应届毕业生还应具备2年以上在党政机关、国有企事业单位、人民团体从事理论研究、教学科研、行政管理等工作经历。网上报名注意事项及专业能力测试安排详见我部招考公告。,www.mfa.gov.cn,010-65966598,010-65965483,010-65965386
102000,外交部,地区业务司,中央国家行政机关（本级）,意大利语,非通用语职位（其他）,其他职位,"1、掌握、研究有关国家及地区形势，为中央处理国际问题提供对策建议；
2、办理我国和有关国家及国际组织间的日常事务；
3、为领导人开展对外活动提供翻译服务。",200129001001,中央,中央机关及其省级直属机构综合管理类,2,意大利语,本科及以上,与最高学历相对应的学位,中共党员或共青团员,无限制,无限制,是,4:1,北京市,北京市,能用意大利语独立开展工作；政治可靠，个人经历、历史状况清楚，适合驻外工作。留学回国人员应本科学习意大利语专业、硕士学习意大利语、外交学、国际关系或国际政治专业，最高学历为硕士研究生，且获得国内本科学历。非应届毕业生还应具备2年以上在党政机关、国有企事业单位、人民团体从事理论研究、教学科研、行政管理等工作经历。网上报名注意事项及专业能力测试安排详见我部招考公告。,www.mfa.gov.cn,010-65966598,010-65965483,010-65965386
102000,外交部,地区业务司,中央国家行政机关（本级）,缅甸语,非通用语职位（其他）,其他职位,"1、掌握、研究有关国家及地区形势，为中央处理国际问题提供对策建议；
2、办理我国和有关国家及国际组织间的日常事务；
3、为领导人开展对外活动提供翻译服务。",200129001002,中央,中央机关及其省级直属机构综合管理类,2,缅甸语,本科及以上,与最高学历相对应的学位,中共党员或共青团员,无限制,无限制,是,4:1,北京市,北京市,能用缅甸语独立开展工作；政治可靠，个人经历、历史状况清楚，适合驻外工作。留学回国人员应本科学习缅甸语专业、硕士学习缅甸语、外交学、国际关系或国际政治专业，最高学历为硕士研究生，且获得国内本科学历。非应届毕业生还应具备2年以上在党政机关、国有企事业单位、人民团体从事理论研究、教学科研、行政管理等工作经历。网上报名注意事项及专业能力测试安排详见我部招考公告。,www.mfa.gov.cn,010-65966598,010-65965483,010-65965386
102000,外交部,地区业务司,中央国家行政机关（本级）,老挝语,非通用语职位（其他）,其他职位,"1、掌握、研究有关国家及地区形势，为中央处理国际问题提供对策建议；
2、办理我国和有关国家及国际组织间的日常事务；
3、为领导人开展对外活动提供翻译服务。",200129001003,中央,中央机关及其省级直属机构综合管理类,2,老挝语,本科及以上,与最高学历相对应的学位,中共党员或共青团员,无限制,无限制,是,4:1,北京市,北京市,能用老挝语独立开展工作；政治可靠，个人经历、历史状况清楚，适合驻外工作。留学回国人员应本科学习老挝语专业、硕士学习老挝语、外交学、国际关系或国际政治专业，最高学历为硕士研究生，且获得国内本科学历。非应届毕业生还应具备2年以上在党政机关、国有企事业单位、人民团体从事理论研究、教学科研、行政管理等工作经历。网上报名注意事项及专业能力测试安排详见我部招考公告。,www.mfa.gov.cn,010-65966598,010-65965483,010-65965386
102000,外交部,地区业务司,中央国家行政机关（本级）,越南语,非通用语职位（其他）,其他职位,"1、掌握、研究有关国家及地区形势，为中央处理国际问题提供对策建议；
2、办理我国和有关国家及国际组织间的日常事务；
3、为领导人开展对外活动提供翻译服务。",200129001004,中央,中央机关及其省级直属机构综合管理类,2,越南语,本科及以上,与最高学历相对应的学位,中共党员或共青团员,无限制,无限制,是,4:1,北京市,北京市,能用越南语独立开展工作；政治可靠，个人经历、历史状况清楚，适合驻外工作。留学回国人员应本科学习越南语专业、硕士学习越南语、外交学、国际关系或国际政治专业，最高学历为硕士研究生，且获得国内本科学历。非应届毕业生还应具备2年以上在党政机关、国有企事业单位、人民团体从事理论研究、教学科研、行政管理等工作经历。网上报名注意事项及专业能力测试安排详见我部招考公告。,www.mfa.gov.cn,010-65966598,010-65965483,010-65965386
102000,外交部,行政司,中央国家行政机关（本级）,建筑学,普通职位,其他职位,从事驻外使领馆馆舍规划与建设管理，外交部系统国内基建项目规划立项、设计指导、技术审批、项目管理及其他综合性管理等工作。,200110002001,中央,中央机关及其省级直属机构综合管理类,6,建筑学,本科及以上,与最高学历相对应的学位,中共党员或共青团员,无限制,无限制,是,5:1,北京市,北京市,大学英语4级成绩425分及以上（网上报名时，请在备注栏注明英语水平等级及分数），能熟练使用英语处理对外行政事务。政治可靠，个人经历、历史情况清楚，适合驻外工作。留学回国人员应本科和研究生阶段均学习建筑学相关专业，最高学历为硕士研究生，且获得国内本科学历。非应届毕业生应具备2年以上在党政机关、国有企事业单位、人民团体从事建筑设计等与报考职位工作要求相关的工作经历。网上报名注意事项及专业科目考试安排详见我部招考公告。,www.mfa.gov.cn,010-65966598,010-65965483,010-65965386
102000,外交部,行政司,中央国家行政机关（本级）,工程管理,普通职位,其他职位,从事驻外使领馆馆舍规划与建设管理，外交部系统国内基建项目资金及预决算管理、施工过程管理及其他综合性管理等工作。,200110002002,中央,中央机关及其省级直属机构综合管理类,6,工程管理,本科及以上,与最高学历相对应的学位,中共党员或共青团员,无限制,无限制,是,5:1,北京市,北京市,大学英语4级成绩425分及以上（网上报名时，请在备注栏注明英语水平等级及分数），能熟练使用英语处理对外行政事务。政治可靠，个人经历、历史情况清楚，适合驻外工作。留学回国人员应本科和研究生阶段均学习工程管理相关专业，最高学历为硕士研究生，且获得国内本科学历。非应届毕业生应具备2年以上在党政机关、国有企事业单位、人民团体从事工程管理等与报考职位工作要求相关的工作经历。网上报名注意事项及专业科目考试安排详见我部招考公告。,www.mfa.gov.cn,010-65966598,010-65965483,010-65965386
102000,外交部,财务司,中央国家行政机关（本级）,预算和财务管理,普通职位,其他职位,从事部机关、驻外使领馆预决算、财务管理和项目经费管理，以及相关的财政、经济调研。,200110003001,中央,中央机关及其省级直属机构综合管理类,18,财政学、会计学、财务管理、审计学、金融学、投资学等,本科或硕士研究生,与最高学历相对应的学位,中共党员或共青团员,无限制,无限制,是,5:1,北京市,北京市,大学英语6级成绩425分以上（网上报名时，请在备注栏注明英语水平等级及分数），能用英语独立开展工作。政治可靠，个人经历、历史状况清楚，适合驻外工作。留学回国人员本科和研究生阶段均学习财会、经济相关专业，最高学历为硕士研究生，且获得国内本科学历。非应届毕业生应具有2年以上在党政机关、国有企事业单位、人民团体从事预算和财务管理等与报考职位工作要求相关的工作经历。网上报名注意事项及专业能力测试安排详见我部招考公告。,www.mfa.gov.cn,010-65966598,010-65965483,010-65965386
104000,国家发展和改革委员会,办公厅,中央国家行政机关（本级）,一级主任科员及以下,普通职位,其他职位,负责全委政务信息上报工作；围绕经济社会发展重点领域重大问题组织研究；负责全委相关简报管理等工作。,200110001001,中央,中央机关及其省级直属机构综合管理类,1,经济学类（02）、管理科学与工程（1201）、公共管理（1204）,硕士研究生及以上,硕士,中共党员,二年,无限制,否,5:1,北京市西城区,北京市西城区,具有较强的文字表达能力和综合协调能力,www.ndrc.gov.cn,010-68505900,,
104000,国家发展和改革委员会,发展战略和规划司,中央国家行政机关（本级）,规划管理处一级主任科员及以下,普通职位,其他职位,研究工业、能源、交通、生态环境等领域重大问题；参与国家级专项规划编制的立项管理、制度建设等，指导国家级重点专项规划编制和实施工作。,200110003001,中央,中央机关及其省级直属机构综合管理类,1,经济学类（02）,硕士研究生及以上,硕士,中共党员,二年,无限制,否,5:1,北京市西城区,北京市西城区,具有扎实文字功底和研究能力,www.ndrc.gov.cn,010-68505900,,
104000,国家发展和改革委员会,经济运行调节局,中央国家行政机关（本级）,电力处一级主任科员及以下,普通职位,其他职位,参与电力运行监测分析、运行调节，电力需求侧管理和电力体制改革等方面工作。,200110005001,中央,中央机关及其省级直属机构综合管理类,1,动力工程及工程热物理（0807）、电气工程（0808）,硕士研究生及以上,硕士,中共党员,二年,无限制,否,5:1,北京市西城区,北京市西城区,,www.ndrc.gov.cn,010-68505900,,
104000,国家发展和改革委员会,体制改革综合司,中央国家行政机关（本级）,一级主任科员及以下,普通职位,其他职位,参与垄断行业改革研究，参与拟订电力行业改革方案并组织协调实施。,200110006001,中央,中央机关及其省级直属机构综合管理类,1,电气工程（0808）,硕士研究生及以上,硕士,中共党员,二年,无限制,否,5:1,北京市西城区,北京市西城区,,www.ndrc.gov.cn,010-68505900,,
104000,国家发展和改革委员会,固定资产投资司,中央国家行政机关（本级）,一级主任科员及以下,普通职位,其他职位,参与固定资产投资综合管理，重大建设项目审核，政府投资计划编制，投资相关政策研究等方面工作。,200110007001,中央,中央机关及其省级直属机构综合管理类,2,应用经济学（0202）,硕士研究生及以上,硕士,中共党员,二年,无限制,否,5:1,北京市西城区,北京市西城区,,www.ndrc.gov.cn,010-68505900,,
104000,国家发展和改革委员会,基础设施发展司,中央国家行政机关（本级）,一级主任科员及以下,普通职位,其他职位,参与民航、邮政、铁路和城市轨道交通行业发展规划编制、政策研究制定，推动相关重大项目前期工作等。,200110013001,中央,中央机关及其省级直属机构综合管理类,2,应用经济学（0202）、土木工程（0814）、交通运输工程（0823）、管理学类（12）,硕士研究生及以上,硕士,中共党员,二年,无限制,否,5:1,北京市西城区,北京市西城区,,www.ndrc.gov.cn,010-68505900,,
104000,国家发展和改革委员会,创新和高技术发展司,中央国家行政机关（本级）,综合处一级主任科员及以下,普通职位,其他职位,参与研究拟订实施创新驱动发展战略相关政策，实施创新和高技术发展相关规划和重大工程，推动相关领域体制机制改革，组织相关领域的重大活动。,200110015001,中央,中央机关及其省级直属机构综合管理类,1,仪器科学与技术0804、材料科学与工程0805、电子科学与技术0809、信息与通信工程0810、计算机科学与技术0812、航空宇航科学与技术0825、生物医学工程0831、生物工程0836、安全科学与工程0837,硕士研究生及以上,硕士,中共党员,二年,无限制,否,5:1,北京市西城区,北京市西城区,,www.ndrc.gov.cn,010-68505900,,
104000,国家发展和改革委员会,资源节约和环境保护司,中央国家行政机关（本级）,一级主任科员及以下,普通职位,其他职位,参与资源节约和环境保护有关文稿起草，参与生态文明建设、碳达峰碳中和战略规划、政策研究，并参与组织相关重大工作的推动落实。,200110016001,中央,中央机关及其省级直属机构综合管理类,2,经济学类（02）、理学类（07）、工学类（08）、管理学类（12）,硕士研究生及以上,硕士,中共党员,二年,无限制,否,5:1,北京市西城区,北京市西城区,,www.ndrc.gov.cn,010-68505900,,
104000,国家发展和改革委员会,社会发展司,中央国家行政机关（本级）,一级主任科员及以下,普通职位,其他职位,参与社会发展领域重大问题研究，参与组织提出社会发展战略规划和相关政策建议。,200110017001,中央,中央机关及其省级直属机构综合管理类,2,经济学类（02）、社会学（0303）、统计学（0714）、电子科学与技术（0809）、计算机科学与技术（0812）、城乡规划学（0833）、管理科学与工程（1201）,硕士研究生及以上,硕士,中共党员,二年,无限制,否,5:1,北京市西城区,北京市西城区,,www.ndrc.gov.cn,010-68505900,,
104000,国家发展和改革委员会,就业收入分配和消费司,中央国家行政机关（本级）,一级主任科员及以下,普通职位,其他职位,参与组织提出促进就业、调整收入分配、完善社会保障与经济协调发展的战略规划和政策建议，参与推动共同富裕相关改革工作。,200110018001,中央,中央机关及其省级直属机构综合管理类,1,应用经济学（0202）,硕士研究生及以上,硕士,中共党员,二年,无限制,否,5:1,北京市西城区,北京市西城区,,www.ndrc.gov.cn,010-68505900,,
104000,国家发展和改革委员会,经济贸易司,中央国家行政机关（本级）,一级主任科员及以下,普通职位,其他职位,参与全球经济、国际贸易及国内外大宗商品市场形势研究分析；参与外贸高质量发展、国际经贸合作相关政策研究拟订，以及重要大宗商品宏观调控管理等工作。,200110019001,中央,中央机关及其省级直属机构综合管理类,1,应用经济学（0202）、农林经济管理（1203）,硕士研究生及以上,硕士,中共党员,二年,无限制,否,5:1,北京市西城区,北京市西城区,,www.ndrc.gov.cn,010-68505900,,
