部门代码,部门名称,用人司局,机构性质,招考职位,职位属性,职位分布,职位简介,职位代码,机构层级,考试类别,招考人数,专业,学历,学位,政治面貌,基层工作最低年限,服务基层项目工作经历,是否在面试阶段组织专业能力测试,面试人员比例,工作地点,落户地点,备注,部门网站,咨询电话1,咨询电话2,咨询电话3
002000,中央办公厅,机要交通局,中央党群机关,办公室一级主任科员及以下,普通职位,其他职位,从事文稿起草、调查研究、机关综合事务等工作,100110002001,中央,中央机关及其省级直属机构综合管理类,1,哲学、社会学、马克思主义理论,仅限本科,学士,中共党员,二年,无限制,是,5:1,北京市,北京市,咨询电话：01063098427。有较好的政治理论素养，较强的文字和综合协调能力并具有相关工作经验；经常出差，较适合男性。专业能力测试的内容为政治理论、公文写作及业务相关知识，占综合成绩的比重为15%。,咨询法规局63094808，机要交通局63093855，中共中央机关事务管理局63097973，老干部局63097447，毛主席纪念堂管理局83083167,01063094219,,
002000,中央办公厅,中共中央直属机关事务管理局,中央党群机关,中直北戴河服务局服务管理工作一级主任科员及以下,普通职位,其他职位,从事服务管理等工作,100110003001,中央,中央机关及其省级直属机构综合管理类,3,行政管理等相关专业,本科及以上,与最高学历相对应的学位,中共党员,二年,无限制,是,5:1,河北省秦皇岛市,北京市,咨询电话：01063097973。研究生学历报考者须同时具有本科学历学位和研究生学历学位。有1年以上与职位简介相关的工作经历。专业能力测试的内容为党的机关事务工作知识，对党的大政方针的理解把握能力、对时事的分析能力和公文写作，占综合成绩的比重为15%。,咨询法规局63094808，机要交通局63093855，中共中央机关事务管理局63097973，老干部局63097447，毛主席纪念堂管理局83083167,01063094219,,
002000,中央办公厅,中共中央直属机关事务管理局,中央党群机关参照公务员法管理事业单位,中直北戴河服务局机关服务中心一级主任科员及以下,普通职位,其他职位,从事人事管理、机关党建、档案管理等工作,100210003001,中央,中央机关及其省级直属机构综合管理类,2,人力资源管理、政治学、档案学等相关专业,本科及以上,与最高学历相对应的学位,中共党员,无限制,无限制,是,5:1,河北省秦皇岛市,北京市,咨询电话：01063097973。研究生学历报考者须同时具有本科学历学位和研究生学历学位。非应届毕业生须有与职位简介相关的工作经历。专业能力测试的内容为党的机关事务工作，对党的大政方针的理解把握能力、对时事的分析能力和公文写作，占综合成绩的比重为15%。,咨询法规局63094808，机要交通局63093855，中共中央机关事务管理局63097973，老干部局63097447，毛主席纪念堂管理局83083167,01063094219,,
002000,中央办公厅,中共中央直属机关事务管理局,中央党群机关参照公务员法管理事业单位,文书综合工作一级主任科员及以下,普通职位,其他职位,从事文稿起草等工作,100210003002,中央,中央机关及其省级直属机构综合管理类,3,汉语言文学、哲学、法学、新闻学、中共党史等相关专业,本科及以上,与最高学历相对应的学位,中共党员,无限制,无限制,是,5:1,北京市,北京市,咨询电话：01063097973。研究生学历报考者须同时具有本科学历学位和研究生学历学位。非应届毕业生须有与职位简介相关的工作经历。专业能力测试的内容为党的机关事务工作，对党的大政方针的理解把握能力、对时事的分析能力和公文写作，占综合成绩的比重为15%。,咨询法规局63094808，机要交通局63093855，中共中央机关事务管理局63097973，老干部局63097447，毛主席纪念堂管理局83083167,01063094219,,
002000,中央办公厅,中共中央直属机关事务管理局,中央党群机关参照公务员法管理事业单位,法务管理工作一级主任科员及以下,普通职位,其他职位,从事有关规章制度起草与审核、合同审核、采购项目组织实施等工作,100210003003,中央,中央机关及其省级直属机构综合管理类,2,法学等相关专业,本科及以上,与最高学历相对应的学位,中共党员,无限制,无限制,是,5:1,北京市,北京市,咨询电话：01063097973。研究生学历报考者须同时具有本科学历学位和研究生学历学位。非应届毕业生须有与职位简介相关的工作经历。专业能力测试的内容为党的机关事务工作，对党的大政方针的理解把握能力、对时事的分析能力和公文写作，占综合成绩的比重为15%。,咨询法规局63094808，机要交通局63093855，中共中央机关事务管理局63097973，老干部局63097447，毛主席纪念堂管理局83083167,01063094219,,
002000,中央办公厅,中共中央直属机关事务管理局,中央党群机关参照公务员法管理事业单位,财务管理工作一级主任科员及以下,普通职位,其他职位,从事预算、财务管理、会计核算等相关工作,100210003004,中央,中央机关及其省级直属机构综合管理类,3,会计学、财务管理、财政学等相关专业,本科及以上,与最高学历相对应的学位,中共党员,无限制,无限制,是,5:1,北京市,北京市,咨询电话：01063097973。研究生学历报考者须同时具有本科学历学位和研究生学历学位。非应届毕业生须有与职位简介相关的工作经历。专业能力测试的内容为党的机关事务工作，对党的大政方针的理解把握能力、对时事的分析能力和公文写作，专业能力测试成绩占综合成绩15%。,咨询法规局63094808，机要交通局63093855，中共中央机关事务管理局63097973，老干部局63097447，毛主席纪念堂管理局83083167,01063094219,,
002000,中央办公厅,中共中央直属机关事务管理局,中央党群机关参照公务员法管理事业单位,资产审计工作一级主任科员及以下,普通职位,其他职位,从事审计、资产管理等相关工作,100210003005,中央,中央机关及其省级直属机构综合管理类,2,会计学、金融学、审计学等相关专业,本科及以上,与最高学历相对应的学位,中共党员,无限制,无限制,是,5:1,北京市,北京市,咨询电话：01063097973。研究生学历报考者须同时具有本科学历学位和研究生学历学位。非应届毕业生须有与职位简介相关的工作经历。专业能力测试的内容为党的机关事务工作，对党的大政方针的理解把握能力、对时事的分析能力和公文写作，占综合成绩的比重为15%。,咨询法规局63094808，机要交通局63093855，中共中央机关事务管理局63097973，老干部局63097447，毛主席纪念堂管理局83083167,01063094219,,
002000,中央办公厅,中共中央直属机关事务管理局,中央党群机关参照公务员法管理事业单位,信息管理工作一级主任科员及以下,普通职位,其他职位,从事信息化管理工作,100210003006,中央,中央机关及其省级直属机构综合管理类,1,计算机科学与技术、计算机应用技术等相关专业,本科及以上,与最高学历相对应的学位,中共党员,无限制,无限制,是,5:1,北京市,北京市,咨询电话：01063097973。研究生学历报考者须同时具有本科学历学位和研究生学历学位。非应届毕业生须有与职位简介相关的工作经历。专业能力测试的内容为党的机关事务工作，对党的大政方针的理解把握能力、对时事的分析能力和公文写作，占综合成绩的比重为15%。,咨询法规局63094808，机要交通局63093855，中共中央机关事务管理局63097973，老干部局63097447，毛主席纪念堂管理局83083167,01063094219,,
002000,中央办公厅,中共中央直属机关事务管理局,中央党群机关参照公务员法管理事业单位,工程管理工作一级主任科员及以下,普通职位,其他职位,从事工程采购、审计等工作,100210003007,中央,中央机关及其省级直属机构综合管理类,2,土木工程、建筑学、工程管理、管理科学与工程等相关专业,本科及以上,与最高学历相对应的学位,中共党员,无限制,无限制,是,5:1,北京市,北京市,咨询电话：01063097973。研究生学历报考者须同时具有本科学历学位和研究生学历学位。非应届毕业生须有与职位简介相关的工作经历。专业能力测试的内容为党的机关事务工作，对党的大政方针的理解把握能力、对时事的分析能力和公文写作，占综合成绩的比重为15%。,咨询法规局63094808，机要交通局63093855，中共中央机关事务管理局63097973，老干部局63097447，毛主席纪念堂管理局83083167,01063094219,,
002000,中央办公厅,中共中央直属机关事务管理局,中央党群机关参照公务员法管理事业单位,基建管理工作一级主任科员及以下,普通职位,其他职位,从事房屋土地管理、政策研究制定等工作,100210003008,中央,中央机关及其省级直属机构综合管理类,3,土木工程、建筑学、工程管理、管理科学与工程等相关专业,本科及以上,与最高学历相对应的学位,中共党员,无限制,无限制,是,5:1,北京市,北京市,咨询电话：01063097973。研究生学历报考者须同时具有本科学历学位和研究生学历学位。非应届毕业生须有与职位简介相关的工作经历。专业能力测试的内容为党的机关事务工作，对党的大政方针的理解把握能力、对时事的分析能力和公文写作，占综合成绩的比重为15%。,咨询法规局63094808，机要交通局63093855，中共中央机关事务管理局63097973，老干部局63097447，毛主席纪念堂管理局83083167,01063094219,,
002000,中央办公厅,老干部局,中央党群机关参照公务员法管理事业单位,文秘工作一级主任科员及以下,普通职位,其他职位,从事机关文秘运转保障工作,100210004001,中央,中央机关及其省级直属机构综合管理类,1,法学、社会学、社会工作、科学社会主义、中国共产党历史,仅限本科,学士,中共党员,无限制,无限制,是,5:1,北京市,北京市,咨询电话：01063097447。“专业”为《普通高等学校本科专业目录（2020年版）》中的专业名称，不是学科门类和专业类。专业能力测试的内容为对党的大政方针的理解把握能力和专业技术能力等，占综合成绩的比重为15%。,咨询法规局63094808，机要交通局63093855，中共中央机关事务管理局63097973，老干部局63097447，毛主席纪念堂管理局83083167,01063094219,,
002000,中央办公厅,老干部局,中央党群机关参照公务员法管理事业单位,固定资产管理工作一级主任科员及以下,普通职位,其他职位,从事固定资产管理等行政后勤保障工作,100210004002,中央,中央机关及其省级直属机构综合管理类,3,会计学、财务管理、审计学、资产评估,仅限本科,学士,中共党员,无限制,无限制,是,5:1,北京市,北京市,咨询电话：01063097447。“专业”为《普通高等学校本科专业目录（2020年版）》中的专业名称，不是学科门类和专业类。专业能力测试的内容为对党的大政方针的理解把握能力和专业技术能力等，占综合成绩的比重为15%。,咨询法规局63094808，机要交通局63093855，中共中央机关事务管理局63097973，老干部局63097447，毛主席纪念堂管理局83083167,01063094219,,
002000,中央办公厅,老干部局,中央党群机关参照公务员法管理事业单位,工程管理工作一级主任科员及以下,普通职位,其他职位,从事工程建设及维修管理等行政后勤保障工作,100210004003,中央,中央机关及其省级直属机构综合管理类,2,土木工程、建筑环境与能源应用工程、建筑电气与智能化,仅限本科,学士,中共党员,无限制,无限制,是,5:1,北京市,北京市,咨询电话：01063097447。“专业”为《普通高等学校本科专业目录（2020年版）》中的专业名称，不是学科门类和专业类。专业能力测试的内容为对党的大政方针的理解把握能力和专业技术能力等，占综合成绩的比重为15%。,咨询法规局63094808，机要交通局63093855，中共中央机关事务管理局63097973，老干部局63097447，毛主席纪念堂管理局83083167,01063094219,,
002000,中央办公厅,老干部局,中央党群机关参照公务员法管理事业单位,医疗保健工作一级主任科员及以下,普通职位,其他职位,从事离退休老同志医疗保健、健康咨询、应急救护、日常服务等工作,100210004004,中央,中央机关及其省级直属机构综合管理类,2,本科：基础医学、临床医学、中医学、中西医临床医学，研究生：基础医学、临床医学、中医学、中西医结合,本科或硕士研究生,与最高学历相对应的学位,中共党员,无限制,无限制,是,5:1,北京市,北京市,咨询电话：01063097447。本科“专业”为《普通高等学校本科专业目录（2020年版）》中的专业名称，不是学科门类和专业类，研究生“专业”为《学位授予和人才培养学科目录（2018年4月更新）》中的一级学科。研究生（不含一贯制）需曾在本职位要求的本科专业学习并取得相应学历学位证书。报考人员需具有住院医师及以上专业技术职称，同时具有执业医师资格证书（临床医学或全科医学）。专业能力测试的内容为对党的大政方针的理解把握能力和专业技术能力，占综合成绩的比重为15%。,咨询法规局63094808，机要交通局63093855，中共中央机关事务管理局63097973，老干部局63097447，毛主席纪念堂管理局83083167,01063094219,,
002000,中央办公厅,老干部局,中央党群机关参照公务员法管理事业单位,文艺活动组织工作一级主任科员及以下,普通职位,其他职位,从事离退休老同志文艺活动策划、指导、协调和日常服务等工作,100210004005,中央,中央机关及其省级直属机构综合管理类,2,音乐表演、音乐学,仅限本科,学士,中共党员,无限制,无限制,是,5:1,北京市,北京市,咨询电话：01063097447。“专业”为《普通高等学校本科专业目录（2020年版）》中的专业名称，不是学科门类和专业类。专业能力测试的内容为对党的大政方针的理解把握能力和专业技术能力，占综合成绩的比重为15%。,咨询法规局63094808，机要交通局63093855，中共中央机关事务管理局63097973，老干部局63097447，毛主席纪念堂管理局83083167,01063094219,,
002000,中央办公厅,毛主席纪念堂管理局,中央党群机关参照公务员法管理事业单位,瞻仰接待处一级主任科员及以下,普通职位,其他职位,从事瞻仰接待管理、预约系统维护使用管理等工作,100210005001,中央,中央机关及其省级直属机构综合管理类,1,自动化、智能装备与系统、计算机科学与技术、信息工程、网络工程、物联网工程、数据科学与大数据技术、通信工程,本科及以上,与最高学历相对应的学位,中共党员,无限制,无限制,是,5:1,北京市,北京市,咨询电话：01083083167。研究生学历报考者须同时具有本科学历学位和研究生学历学位。专业能力测试的内容为计算机、自动化、电子信息方面知识综合应用、公文处理等，占综合成绩的比重为15%。,咨询法规局63094808，机要交通局63093855，中共中央机关事务管理局63097973，老干部局63097447，毛主席纪念堂管理局83083167,01063094219,,
002000,中央办公厅,毛主席纪念堂管理局,中央党群机关参照公务员法管理事业单位,宣传教育处一级主任科员及以下,普通职位,其他职位,从事伟人革命业绩、崇高风范等宣传讲解工作,100210005002,中央,中央机关及其省级直属机构综合管理类,1,播音与主持艺术相关专业,本科及以上,与最高学历相对应的学位,中共党员,无限制,无限制,是,5:1,北京市,北京市,咨询电话：01083083167。研究生学历报考者须同时具有本科学历学位和研究生学历学位。非2022年应届毕业生须具有讲解、播音主持等相关工作经验；具有较强的语言表达能力。专业能力测试的内容为语言表达测试及播音主持、表演、党史知识等，占综合成绩的比重为15%。,咨询法规局63094808，机要交通局63093855，中共中央机关事务管理局63097973，老干部局63097447，毛主席纪念堂管理局83083167,01063094219,,
002000,中央办公厅,毛主席纪念堂管理局,中央党群机关参照公务员法管理事业单位,研究室一级主任科员及以下,普通职位,其他职位,从事政策理论研究、综合调研及机关党建、文稿起草工作,100210005003,中央,中央机关及其省级直属机构综合管理类,2,马克思主义理论、中共党史、政治学理论、马克思主义哲学、中国哲学、外国哲学、语言学及应用语言学,硕士研究生及以上,与最高学历相对应的学位,中共党员,无限制,无限制,是,5:1,北京市,北京市,咨询电话：01083083167。报考者须同时具有本科学历学位和研究生学历学位。非2022年应届毕业生须具有政策理论研究、机关党建等相关工作经验，具有较强的文字综合能力。专业能力测试的内容为政策理论能力测查、党史知识、公文写作等，占综合成绩的比重为15%。,咨询法规局63094808，机要交通局63093855，中共中央机关事务管理局63097973，老干部局63097447，毛主席纪念堂管理局83083167,01063094219,,
002000,中央办公厅,毛主席纪念堂管理局,中央党群机关参照公务员法管理事业单位,网络传播工作一级主任科员及以下,普通职位,其他职位,从事网络宣传工作,100210005004,中央,中央机关及其省级直属机构综合管理类,1,中共党史,硕士研究生及以上,与最高学历相对应的学位,中共党员,无限制,无限制,是,5:1,北京市,北京市,咨询电话：01083083167。报考者须同时具有本科学历学位和研究生学历学位。非2022年应届毕业生须具有宣传教育、理论研究等相关工作经验。专业能力测试的内容为政策理论能力测查、党史知识、公文写作等，占综合成绩的比重为15%。,咨询法规局63094808，机要交通局63093855，中共中央机关事务管理局63097973，老干部局63097447，毛主席纪念堂管理局83083167,01063094219,,
002000,中央办公厅,毛主席纪念堂管理局,中央党群机关参照公务员法管理事业单位,信息技术工作一级主任科员及以下,普通职位,其他职位,从事信息技术工作,100210005005,中央,中央机关及其省级直属机构综合管理类,1,自动化类、计算机类,本科及以上,与最高学历相对应的学位,中共党员,无限制,无限制,是,5:1,北京市,北京市,咨询电话：01083083167。研究生学历报考者须同时具有本科学历学位和研究生学历学位，且本科及以上学历均须符合专业要求。非2022年应届毕业生须从事信息系统集成项目管理、实施、运行维护等相关工作。专业能力测试的内容为信息系统集成、自动化、计算机方面知识的综合运用、公文处理等，占综合成绩的比重为15%。,咨询法规局63094808，机要交通局63093855，中共中央机关事务管理局63097973，老干部局63097447，毛主席纪念堂管理局83083167,01063094219,,
002000,中央办公厅,毛主席纪念堂管理局,中央党群机关参照公务员法管理事业单位,机电二处一级主任科员及以下,普通职位,其他职位,从事供热、制冷、空调、给排水、机械设备的运行维护及管理工作,100210005006,中央,中央机关及其省级直属机构综合管理类,1,建筑环境与能源应用工程、给排水科学与工程、建筑电气与智能化、环境科学与工程、环保设备工程、机械设计制造及其自动化,本科及以上,与最高学历相对应的学位,中共党员,无限制,无限制,是,5:1,北京市,北京市,咨询电话：01083083167。研究生学历报考者须同时具有本科学历学位和研究生学历学位。专业能力测试的内容为机械设计、建筑环境学、给排水、热力学、电气方面基础知识的综合运用、公文处理等，占综合成绩的比重为15%。,咨询法规局63094808，机要交通局63093855，中共中央机关事务管理局63097973，老干部局63097447，毛主席纪念堂管理局83083167,01063094219,,
002000,中央办公厅,毛主席纪念堂管理局,中央党群机关参照公务员法管理事业单位,机电一处一级主任科员及以下,普通职位,其他职位,从事电气及专用设备的运行维修及管理工作,100210005007,中央,中央机关及其省级直属机构综合管理类,1,电气工程及其自动化、电气工程与智能控制、智能电网信息工程、光源与照明、自动化,本科及以上,与最高学历相对应的学位,中共党员,无限制,无限制,是,5:1,北京市,北京市,咨询电话：01083083167。研究生学历报考者须同时具有本科学历学位和研究生学历学位。能够适应长期倒班工作。专业能力测试的内容为电工电子、电路方面基础知识的综合运用、公文处理等，占综合成绩的比重为15%。,咨询法规局63094808，机要交通局63093855，中共中央机关事务管理局63097973，老干部局63097447，毛主席纪念堂管理局83083167,01063094219,,
003000,中央档案馆国家档案局,科技信息化司,中央党群机关,中央档案数据管理处（革命历史档案目录中心）一级主任科员及以下,普通职位,其他职位,计算机网络、信息系统建设管理。,100110001001,中央,中央机关及其省级直属机构综合管理类,1,计算机科学与技术、软件工程专业,本科及以上,与最高学历相对应的学位,中共党员,二年,无限制,否,5:1,北京市,北京市,限以主修学位报考，本科及以上学历均需符合专业要求，具有2年及以上所学专业相关工作经历。,http://www.saac.gov.cn/,010-83083863,010-63097400  63097335,025-84665985
003000,中央档案馆国家档案局,档案资料利用部,中央党群机关,开放鉴定处一级主任科员及以下,普通职位,其他职位,档案资料鉴定、开放审核、划控。,100110002001,中央,中央机关及其省级直属机构综合管理类,1,中共党史、中国近现代史,仅限硕士研究生,硕士,中共党员,二年,无限制,否,5:1,北京市,北京市,限以主修学位报考，具有2年及以上所学专业相关工作经历。,http://www.saac.gov.cn/,010-83083863,010-63097400  63097335,025-84665985
003000,中央档案馆国家档案局,中国第一历史档案馆,中央党群机关参照公务员法管理事业单位,办公室一级主任科员及以下,普通职位,其他职位,文稿起草、活动组织、机关党建及群团工作,100210003001,中央,中央机关及其省级直属机构综合管理类,2,汉语言文学、新闻学、历史学、思想政治教育,本科及以上,与最高学历相对应的学位,中共党员,无限制,无限制,否,5:1,北京市,北京市,非应届毕业生须具备2年以上相关工作经验。咨询电话：010-63097400、63097876.,http://www.saac.gov.cn/,010-83083863,010-63097400  63097335,025-84665985
