部门代码,部门名称,用人司局,机构性质,招考职位,职位属性,职位分布,职位简介,职位代码,机构层级,考试类别,招考人数,专业,学历,学位,政治面貌,基层工作最低年限,服务基层项目工作经历,是否在面试阶段组织专业能力测试,面试人员比例,工作地点,落户地点,备注,部门网站,咨询电话1,咨询电话2,咨询电话3
109000,公安部,直属司局六,中央国家行政机关参照公务员法管理事业单位,十八处警务技术一级主管及以下,公安机关人民警察职位,其他职位,主要从事案件现场勘查，案件视频与影像检验鉴定和技术研究；图像检验分析工作,400130206028,中央,中央机关及其省级直属机构综合管理类,1,信息与通信工程、计算机科学与技术、控制理论与控制工程、模式识别与智能系统,硕士研究生及以上,与最高学历相对应的学位,中共党员,无限制,无限制,否,4:1,北京市,北京市,1.高等学历教育各阶段均需取得相应学历学位；2.职位要求专业条件为报考者最高学历对应专业；3.与部机关及直属行政单位、参公管理事业单位工作人员之间有夫妻关系、直系血亲关系、三代以内旁系血亲关系以及近姻亲关系的，不得报考部机关和相关用人单位职位；4.具有《公安机关录用人民警察政治考察工作办法》第八条、第九条情形的，不得报考；父母、配偶或子女已移居国（境）外的，子女或兄弟姐妹等直系亲属与外国人结婚的，曾连续六个月以上在国（境）外留学、工作、生活，国（境）外期间经历和政治表现难以进行考察的，不得报考；5.干部人事档案存在“三龄二历一身份”篡改造假等问题，不得报考；6.按照招录人民警察要求，开展体检、体能测评、职业心理素质测评、政治考察；7.在职人员要求为国有企事业单位工作人员；8.大学英语六级425分及以上或全国英语等级考试5级；9.本科和研究生均须为职位要求相关专业；10.工作强度大、任务重，经常加班，限男性；11.符合公安部统一招录补充公告有关要求；12.咨询电话：010-66269541。,http://www.mps.gov.cn/,010-66263510,,
109000,公安部,直属司局六,中央国家行政机关参照公务员法管理事业单位,二十处警务技术一级主管及以下,公安机关人民警察职位,其他职位,主要从事案件现场勘查，信息系统运行维护、分析研判，数据库技术应用；电子物证检验鉴定和技术研究工作,400130206029,中央,中央机关及其省级直属机构综合管理类,1,电子科学与技术、信息与通信工程、控制科学与工程、计算机科学与技术、软件工程、网络空间安全,硕士研究生及以上,与最高学历相对应的学位,中共党员,无限制,无限制,否,4:1,北京市,北京市,1.高等学历教育各阶段均需取得相应学历学位；2.职位要求专业条件为报考者最高学历对应专业；3.与部机关及直属行政单位、参公管理事业单位工作人员之间有夫妻关系、直系血亲关系、三代以内旁系血亲关系以及近姻亲关系的，不得报考部机关和相关用人单位职位；4.具有《公安机关录用人民警察政治考察工作办法》第八条、第九条情形的，不得报考；父母、配偶或子女已移居国（境）外的，子女或兄弟姐妹等直系亲属与外国人结婚的，曾连续六个月以上在国（境）外留学、工作、生活，国（境）外期间经历和政治表现难以进行考察的，不得报考；5.干部人事档案存在“三龄二历一身份”篡改造假等问题，不得报考；6.按照招录人民警察要求，开展体检、体能测评、职业心理素质测评、政治考察；7.在职人员要求为国有企事业单位工作人员；8.大学英语六级425分及以上或全国英语等级考试5级；9.本科和研究生均须为职位要求相关专业；10.工作强度大、任务重，经常加班，限男性；11.符合公安部统一招录补充公告有关要求；12.咨询电话：010-66269541。,http://www.mps.gov.cn/,010-66263510,,
109000,公安部,直属司局六,中央国家行政机关参照公务员法管理事业单位,二十二处警务技术一级主管及以下,公安机关人民警察职位,其他职位,刑事技术产品、设备、系统的检验检测，防伪产品设备的检验检测,400130206030,中央,中央机关及其省级直属机构综合管理类,1,电路与系统、信息与通信工程、控制科学与工程、计算机科学与技术,硕士研究生及以上,与最高学历相对应的学位,中共党员,无限制,无限制,否,4:1,北京市,北京市,1.高等学历教育各阶段均需取得相应学历学位；2.职位要求专业条件为报考者最高学历对应专业；3.与部机关及直属行政单位、参公管理事业单位工作人员之间有夫妻关系、直系血亲关系、三代以内旁系血亲关系以及近姻亲关系的，不得报考部机关和相关用人单位职位；4.具有《公安机关录用人民警察政治考察工作办法》第八条、第九条情形的，不得报考；父母、配偶或子女已移居国（境）外的，子女或兄弟姐妹等直系亲属与外国人结婚的，曾连续六个月以上在国（境）外留学、工作、生活，国（境）外期间经历和政治表现难以进行考察的，不得报考；5.干部人事档案存在“三龄二历一身份”篡改造假等问题，不得报考；6.按照招录人民警察要求，开展体检、体能测评、职业心理素质测评、政治考察；7.在职人员要求为国有企事业单位工作人员；8.大学英语六级425分及以上或全国英语等级考试5级；9.工作强度大、任务重，经常加班，限男性；10.符合公安部统一招录补充公告有关要求；11.咨询电话：010-66269541。,http://www.mps.gov.cn/,010-66263510,,
109000,公安部,直属司局六,中央国家行政机关参照公务员法管理事业单位,二十六处警务技术一级主管及以下,公安机关人民警察职位,其他职位,从事案件排查、数据库样本检验及法庭科学相关的试剂、产品研发工作,400130206031,中央,中央机关及其省级直属机构综合管理类,1,遗传学、生物化学与分子生物学、法医学(仅限法医物证方向),硕士研究生及以上,与最高学历相对应的学位,中共党员,无限制,无限制,否,4:1,北京市,北京市,1.高等学历教育各阶段均需取得相应学历学位；2.职位要求专业条件为报考者最高学历对应专业；3.与部机关及直属行政单位、参公管理事业单位工作人员之间有夫妻关系、直系血亲关系、三代以内旁系血亲关系以及近姻亲关系的，不得报考部机关和相关用人单位职位；4.具有《公安机关录用人民警察政治考察工作办法》第八条、第九条情形的，不得报考；父母、配偶或子女已移居国（境）外的，子女或兄弟姐妹等直系亲属与外国人结婚的，曾连续六个月以上在国（境）外留学、工作、生活，国（境）外期间经历和政治表现难以进行考察的，不得报考；5.干部人事档案存在“三龄二历一身份”篡改造假等问题，不得报考；6.按照招录人民警察要求，开展体检、体能测评、职业心理素质测评、政治考察；7.在职人员要求为国有企事业单位工作人员；8.大学英语六级425分及以上或全国英语等级考试5级；9.本科和研究生均须为职位要求相关专业；10.工作强度大、任务重，经常加班，限男性；11.符合公安部统一招录补充公告有关要求；12.咨询电话：010-66269541。,http://www.mps.gov.cn/,010-66263510,,
109000,公安部,直属司局六,中央国家行政机关参照公务员法管理事业单位,二十七处警务技术一级主管及以下,公安机关人民警察职位,其他职位,重大活动食品安保任务，涉毒案件现场勘查和检验,400130206032,中央,中央机关及其省级直属机构综合管理类,1,化学、药物分析学、卫生毒理学、食品科学与工程,硕士研究生及以上,与最高学历相对应的学位,中共党员,无限制,无限制,否,4:1,北京市,北京市,1.高等学历教育各阶段均需取得相应学历学位；2.职位要求专业条件为报考者最高学历对应专业；3.与部机关及直属行政单位、参公管理事业单位工作人员之间有夫妻关系、直系血亲关系、三代以内旁系血亲关系以及近姻亲关系的，不得报考部机关和相关用人单位职位；4.具有《公安机关录用人民警察政治考察工作办法》第八条、第九条情形的，不得报考；父母、配偶或子女已移居国（境）外的，子女或兄弟姐妹等直系亲属与外国人结婚的，曾连续六个月以上在国（境）外留学、工作、生活，国（境）外期间经历和政治表现难以进行考察的，不得报考；5.干部人事档案存在“三龄二历一身份”篡改造假等问题，不得报考；6.按照招录人民警察要求，开展体检、体能测评、职业心理素质测评、政治考察；7.在职人员要求为国有企事业单位工作人员；8.大学英语六级425分及以上或全国英语等级考试5级；9.工作强度大、任务重，经常加班，限男性；10.符合公安部统一招录补充公告有关要求；11.咨询电话：010-66269541。,http://www.mps.gov.cn/,010-66263510,,
109000,公安部,直属司局八,中央国家行政机关参照公务员法管理事业单位,二处一级主任科员及以下,公安机关人民警察职位,其他职位,从事财务、内部审计相关工作,400130208003,中央,中央机关及其省级直属机构综合管理类,1,审计、审计学,硕士研究生及以上,与最高学历相对应的学位,中共党员,二年,无限制,否,4:1,北京市,北京市,1.高等学历教育各阶段均需取得相应学历学位；2.职位要求专业条件为报考者最高学历对应专业；3.与部机关及直属行政单位、参公管理事业单位工作人员之间有夫妻关系、直系血亲关系、三代以内旁系血亲关系以及近姻亲关系的，不得报考部机关和相关用人单位职位。4.具有《公安机关录用人民警察政治考察工作办法》第八条、第九条情形的，不得报考；父母、配偶或子女已移居国（境）外的，子女或兄弟姐妹等直系亲属与外国人结婚的，曾连续六个月以上在国（境）外留学、工作、生活，国（境）外期间经历和政治表现难以进行考察的，不得报考；报考涉密要害职位的，还应当符合相关要求。5.干部人事档案存在“三龄二历一身份”篡改造假等问题，不得报考。6.按照招录人民警察要求，开展体检、体能测评、职业心理素质测评、政治考察；7.在职人员要求为国有企事业单位工作人员；8.工作强度大、任务重，经常加班，限男性。9.符合公安部统一招录补充公告有关要求。10.咨询电话：010-6626453。,http://www.mps.gov.cn/,010-66263510,,
109000,公安部,直属司局十,中央国家行政机关参照公务员法管理事业单位,一处一级主任科员及以下,公安机关人民警察职位,其他职位,负责数据治理、处理的标准规范制定和本级数据资源的运营、管理工作。,400130210001,中央,中央机关及其省级直属机构综合管理类,1,计算机科学与技术、数据科学、软件工程、应用数学、统计学、电子科学与技术、信息与通信工程,硕士研究生及以上,与最高学历相对应的学位,中共党员,无限制,无限制,否,4:1,北京市,北京市,1.高等学历教育各阶段均需取得相应学历学位；2.职位要求专业条件为报考者最高学历对应专业；3.与部机关及直属行政单位、参公管理事业单位工作人员之间有夫妻关系、直系血亲关系、三代以内旁系血亲关系以及近姻亲关系的，不得报考部机关和相关用人单位职位。4.具有《公安机关录用人民警察政治考察工作办法》第八条、第九条情形的，不得报考；父母、配偶或子女已移居国（境）外的，子女或兄弟姐妹等直系亲属与外国人结婚的，曾连续六个月以上在国（境）外留学、工作、生活，国（境）外期间经历和政治表现难以进行考察的，不得报考；报考涉密要害职位的，还应当符合相关要求。5.干部人事档案存在“三龄二历一身份”篡改造假等问题，不得报考。6.按照招录人民警察要求，开展体检、体能测评、职业心理素质测评、政治考察；7.在职人员要求为国有企事业单位工作人员；8.工作强度大、任务重，经常加班，限男性。9.符合公安部统一招录补充公告有关要求。10.咨询电话：010-66264901、66266679。,http://www.mps.gov.cn/,010-66263510,,
109000,公安部,直属司局十,中央国家行政机关参照公务员法管理事业单位,二处一级主任科员及以下职位,公安机关人民警察职位,其他职位,"负责计算机系统开发、系统维护、应用推广等,并组织指导地方公安机关开展相关工作，起草相关文件。",400130210002,中央,中央机关及其省级直属机构综合管理类,1,计算机科学与技术、软件工程、数学、信息与通信工程、电子科学与技术、模式识别与智能系统,硕士研究生及以上,与最高学历相对应的学位,中共党员,无限制,无限制,否,4:1,北京市,北京市,1.高等学历教育各阶段均需取得相应学历学位；2.职位要求专业条件为报考者最高学历对应专业；3.与部机关及直属行政单位、参公管理事业单位工作人员之间有夫妻关系、直系血亲关系、三代以内旁系血亲关系以及近姻亲关系的，不得报考部机关和相关用人单位职位。4.具有《公安机关录用人民警察政治考察工作办法》第八条、第九条情形的，不得报考；父母、配偶或子女已移居国（境）外的，子女或兄弟姐妹等直系亲属与外国人结婚的，曾连续六个月以上在国（境）外留学、工作、生活，国（境）外期间经历和政治表现难以进行考察的，不得报考；报考涉密要害职位的，还应当符合相关要求。5.干部人事档案存在“三龄二历一身份”篡改造假等问题，不得报考。6.按照招录人民警察要求，开展体检、体能测评、职业心理素质测评、政治考察；7.在职人员要求为国有企事业单位工作人员；8.符合公安部统一招录补充公告有关要求。9.咨询电话：010-66262733、66266679。,http://www.mps.gov.cn/,010-66263510,,
109000,公安部,直属司局十,中央国家行政机关参照公务员法管理事业单位,四处一级主任科员及以下职位,公安机关人民警察职位,其他职位,负责网络安全管理工作，监督管理网络安全等级保护工作；制定网络安全制度，组织指导开展网络安全检查。,400130210003,中央,中央机关及其省级直属机构综合管理类,1,数学、系统科学、统计学、计算机科学与技术、控制科学与工程、信息与通信工程、电子科学与技术、软件工程、安全科学与工程、网络空间安全,硕士研究生及以上,与最高学历相对应的学位,中共党员,无限制,无限制,否,4:1,北京市,北京市,1.高等学历教育各阶段均需取得相应学历学位；2.职位要求专业条件为报考者最高学历对应专业；3.与部机关及直属行政单位、参公管理事业单位工作人员之间有夫妻关系、直系血亲关系、三代以内旁系血亲关系以及近姻亲关系的，不得报考部机关和相关用人单位职位。4.具有《公安机关录用人民警察政治考察工作办法》第八条、第九条情形的，不得报考；父母、配偶或子女已移居国（境）外的，子女或兄弟姐妹等直系亲属与外国人结婚的，曾连续六个月以上在国（境）外留学、工作、生活，国（境）外期间经历和政治表现难以进行考察的，不得报考；报考涉密要害职位的，还应当符合相关要求。5.干部人事档案存在“三龄二历一身份”篡改造假等问题，不得报考。6.按照招录人民警察要求，开展体检、体能测评、职业心理素质测评、政治考察；7.在职人员要求为国有企事业单位工作人员；8.符合公安部统一招录补充公告有关要求。9.咨询电话：010-66263751、66266679。,http://www.mps.gov.cn/,010-66263510,,
109000,公安部,直属司局十,中央国家行政机关参照公务员法管理事业单位,十三处警务技术一级主管及以下职位,公安机关人民警察职位,其他职位,指导指挥通信保障工作，组织开展指挥通信保障训练、演练；承担指挥通信保障及声像信息采集、管理等工作。,400130210005,中央,中央机关及其省级直属机构综合管理类,1,通信类、电子信息类和计算机类,硕士研究生及以上,与最高学历相对应的学位,中共党员,无限制,无限制,否,4:1,北京市,北京市,1.高等学历教育各阶段均需取得相应学历学位；2.职位要求专业条件为报考者最高学历对应专业；3.与部机关及直属行政单位、参公管理事业单位工作人员之间有夫妻关系、直系血亲关系、三代以内旁系血亲关系以及近姻亲关系的，不得报考部机关和相关用人单位职位。4.具有《公安机关录用人民警察政治考察工作办法》第八条、第九条情形的，不得报考；父母、配偶或子女已移居国（境）外的，子女或兄弟姐妹等直系亲属与外国人结婚的，曾连续六个月以上在国（境）外留学、工作、生活，国（境）外期间经历和政治表现难以进行考察的，不得报考；报考涉密要害职位的，还应当符合相关要求。5.干部人事档案存在“三龄二历一身份”篡改造假等问题，不得报考。6.按照招录人民警察要求，开展体检、体能测评、职业心理素质测评、政治考察；7.在职人员要求为国有企事业单位工作人员；8.工作强度大、任务重，经常加班，限男性。9.符合公安部统一招录补充公告有关要求。10.咨询电话：010-66266512、66266679。,http://www.mps.gov.cn/,010-66263510,,
113000,财政部,国库支付中心,中央国家行政机关参照公务员法管理事业单位,一级主任科员及以下,普通职位,其他职位,从事债券发行管理等工作,400110001002,中央,中央机关及其省级直属机构综合管理类,3,经济学类,硕士研究生及以上,与最高学历相对应的学位,中共党员,无限制,无限制,否,5:1,北京市,北京市,大学英语六级60分（100分制）或425分（710分制）及以上，或雅思6.5分及以上，或托福90分及以上，或英语专业八级合格；职位要求专业为最高学历对应专业,www.mof.gov.cn,010-61965024,,
113000,财政部,国库支付中心,中央国家行政机关参照公务员法管理事业单位,一级主任科员及以下,普通职位,其他职位,从事综合行政管理等工作,400110001003,中央,中央机关及其省级直属机构综合管理类,3,管理学类,硕士研究生及以上,与最高学历相对应的学位,中共党员,无限制,无限制,否,5:1,北京市,北京市,大学英语六级60分（100分制）或425分（710分制）及以上，或雅思6.5分及以上，或托福90分及以上，或英语专业八级合格；职位要求专业为最高学历对应专业,www.mof.gov.cn,010-61965024,,
113000,财政部,国库支付中心,中央国家行政机关参照公务员法管理事业单位,一级主任科员及以下,普通职位,其他职位,从事党务宣传等工作,400110001004,中央,中央机关及其省级直属机构综合管理类,2,马克思主义哲学、中国语言文学、中国近现代史,硕士研究生及以上,与最高学历相对应的学位,中共党员,无限制,无限制,否,5:1,北京市,北京市,大学英语六级60分（100分制）或425分（710分制）及以上，或雅思6.5分及以上，或托福90分及以上，或英语专业八级合格；职位要求专业为最高学历对应专业,www.mof.gov.cn,010-61965024,,
113000,财政部,关税政策研究中心,中央国家行政机关参照公务员法管理事业单位,一级主任科员及以下,普通职位,其他职位,从事宏观经济政策和产业政策研究等工作,400110002002,中央,中央机关及其省级直属机构综合管理类,3,经济学类,硕士研究生及以上,与最高学历相对应的学位,中共党员,无限制,无限制,否,5:1,北京市,北京市,大学英语六级60分（100分制）或425分（710分制）及以上，或雅思6.5分及以上，或托福90分及以上，或英语专业八级合格；职位要求专业为最高学历对应专业,www.mof.gov.cn,010-61965024,,
113000,财政部,关税政策研究中心,中央国家行政机关参照公务员法管理事业单位,一级主任科员及以下,普通职位,其他职位,从事关税政策研究等工作,400110002003,中央,中央机关及其省级直属机构综合管理类,2,计算机科学与技术、材料科学与工程、化学工程、生物医学工程、电子信息类,硕士研究生及以上,与最高学历相对应的学位,中共党员,无限制,无限制,否,5:1,北京市,北京市,大学英语六级60分（100分制）或425分（710分制）及以上，或雅思6.5分及以上，或托福90分及以上，或英语专业八级合格；职位要求专业为最高学历对应专业,www.mof.gov.cn,010-61965024,,
